Algorithm,Parameters,Dataset,Fold,Description,Precision,Recall,F-measure,AUC,G-mean
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",pima,9,Preliminary,0.531073,0.701493,0.604502,0.684746,0.684541
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",haberman,1,Preliminary,0.46875,0.365854,0.410959,0.607706,0.557507
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",haberman,1,Preliminary,0.378378,0.341463,0.358974,0.568962,0.5215
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",haberman,1,Preliminary,0.435897,0.414634,0.425,0.609972,0.577849
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",haberman,1,Preliminary,0.324324,0.292683,0.307692,0.535722,0.47742
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",pima,9,Preliminary,0.557252,0.544776,0.550943,0.656388,0.646829
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",pima,10,Preliminary,0.695652,0.597015,0.64257,0.728507,0.716542
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",haberman,1,Preliminary,0.4,0.146341,0.214286,0.533348,0.366996
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",haberman,1,Preliminary,0.351852,0.463415,0.4,0.57684,0.565579
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",pima,7,Preliminary,0.65,0.485075,0.555556,0.672537,0.645882
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",haberman,1,Preliminary,0.4,0.146341,0.214286,0.533348,0.366996
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",pima,9,Preliminary,0.586667,0.656716,0.619718,0.704358,0.702745
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",haberman,1,Preliminary,0.416667,0.243902,0.307692,0.560004,0.46226
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",haberman,1,Preliminary,0.428571,0.219512,0.290323,0.556659,0.442946
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",haberman,1,Preliminary,0.45,0.219512,0.295082,0.561084,0.445133
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",haberman,1,Preliminary,0.47619,0.243902,0.322581,0.573279,0.469212
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",pima,10,Preliminary,0.56,0.522388,0.540541,0.651194,0.638328
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",pima,6,Preliminary,0.538043,0.738806,0.622642,0.699403,0.698292
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",haberman,1,Preliminary,0.47619,0.243902,0.322581,0.573279,0.469212
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",pima,10,Preliminary,0.602649,0.679104,0.638596,0.719552,0.718415
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",pima,10,Preliminary,0.613333,0.686567,0.647887,0.727284,0.726143
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",haberman,1,Preliminary,0.488889,0.536585,0.511628,0.666523,0.653735
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",pima,10,Preliminary,0.61194,0.61194,0.61194,0.70197,0.696173
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",pima,6,Preliminary,0.528736,0.686567,0.597403,0.679284,0.679245
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",pima,7,Preliminary,0.522472,0.69403,0.596154,0.677015,0.676801
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",pima,10,Preliminary,0.541353,0.537313,0.539326,0.646657,0.637345
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",pima,6,Preliminary,0.620253,0.731343,0.671233,0.745672,0.745534
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",pima,6,Preliminary,0.654676,0.679104,0.666667,0.743552,0.740754
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",pima,6,Preliminary,0.641791,0.641791,0.641791,0.724896,0.720116
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",haberman,1,Preliminary,0.384615,0.121951,0.185185,0.525577,0.336627
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",pima,10,Preliminary,0.528455,0.485075,0.505837,0.626537,0.610358
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",haberman,1,Preliminary,0.45,0.219512,0.295082,0.561084,0.445133
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",haberman,1,Preliminary,0.45,0.219512,0.295082,0.561084,0.445133
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",pima,5,Preliminary,0.610169,0.537313,0.571429,0.676657,0.662154
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",haberman,1,Preliminary,0.357143,0.121951,0.181818,0.521153,0.33502
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",haberman,1,Preliminary,0.481481,0.317073,0.382353,0.59659,0.527058
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",haberman,1,Preliminary,0.458333,0.268293,0.338462,0.576624,0.487265
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",haberman,1,Preliminary,0.478261,0.268293,0.34375,0.581049,0.489695
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",haberman,1,Preliminary,0.45,0.219512,0.295082,0.561084,0.445133
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",pima,6,Preliminary,0.602484,0.723881,0.657627,0.73394,0.733871
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",pima,9,Preliminary,0.558442,0.641791,0.597222,0.684896,0.683538
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",haberman,1,Preliminary,0.478261,0.268293,0.34375,0.581049,0.489695
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",haberman,1,Preliminary,0.394737,0.365854,0.379747,0.581157,0.539804
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",haberman,1,Preliminary,0.48,0.292683,0.363636,0.588819,0.508932
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",pima,9,Preliminary,0.622047,0.589552,0.605364,0.698776,0.690187
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",pima,7,Preliminary,0.616438,0.671642,0.642857,0.723821,0.721938
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",pima,9,Preliminary,0.61745,0.686567,0.650177,0.729284,0.728031
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",haberman,1,Preliminary,0.382353,0.317073,0.346667,0.565616,0.508083
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",pima,10,Preliminary,0.611111,0.656716,0.633094,0.716358,0.713871
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",haberman,1,Preliminary,0.386364,0.414634,0.4,0.587848,0.561749
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",haberman,1,Preliminary,0.409091,0.439024,0.423529,0.604468,0.581386
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",pima,7,Preliminary,0.772727,0.380597,0.51,0.660299,0.598131
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",pima,6,Preliminary,0.603774,0.716418,0.65529,0.732209,0.732039
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",haberman,1,Preliminary,0.395833,0.463415,0.426966,0.603389,0.586929
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",pima,9,Preliminary,0.682692,0.529851,0.596639,0.698925,0.678167
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",pima,10,Preliminary,0.644444,0.649254,0.64684,0.728627,0.724291
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",pima,9,Preliminary,0.536585,0.656716,0.590604,0.676358,0.676073
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",pima,10,Preliminary,0.712963,0.574627,0.636364,0.725313,0.709488
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",pima,6,Preliminary,0.607143,0.253731,0.357895,0.582866,0.481044
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",pima,10,Preliminary,0.656716,0.656716,0.656716,0.736358,0.732039
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",haberman,1,Preliminary,0.4,0.195122,0.262295,0.544464,0.417614
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",haberman,1,Preliminary,0.4,0.195122,0.262295,0.544464,0.417614
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",pima,9,Preliminary,0.608696,0.41791,0.495575,0.636955,0.598106
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",haberman,2,Preliminary,0.44898,0.55,0.494382,0.654464,0.646073
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",haberman,1,Preliminary,0.47619,0.243902,0.322581,0.573279,0.469212
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",haberman,2,Preliminary,0.316667,0.475,0.38,0.554464,0.54874
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",haberman,1,Preliminary,0.454545,0.243902,0.31746,0.568854,0.466906
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",haberman,2,Preliminary,0.458333,0.55,0.5,0.658929,0.649863
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",haberman,2,Preliminary,0.34375,0.55,0.423077,0.5875,0.586302
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",haberman,2,Preliminary,0.307692,0.5,0.380952,0.549107,0.546907
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",haberman,1,Preliminary,0.5,0.292683,0.369231,0.593244,0.51147
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",pima,10,Preliminary,0.66129,0.61194,0.635659,0.72197,0.713536
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",pima,7,Preliminary,0.525926,0.529851,0.527881,0.636925,0.627861
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",pima,7,Preliminary,0.55102,0.604478,0.576512,0.670239,0.667005
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",pima,7,Preliminary,0.555556,0.559701,0.557621,0.659851,0.652206
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",pima,7,Preliminary,0.646617,0.641791,0.644195,0.726896,0.721896
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",pima,10,Preliminary,0.639706,0.649254,0.644444,0.726627,0.722496
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",haberman,1,Preliminary,0.48,0.292683,0.363636,0.588819,0.508932
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",pima,9,Preliminary,0.62963,0.634328,0.63197,0.717164,0.712364
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",haberman,1,Preliminary,0.333333,0.02439,0.045455,0.503346,0.154786
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",pima,6,Preliminary,0.76,0.425373,0.545455,0.676687,0.628288
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",haberman,1,Preliminary,0.45,0.219512,0.295082,0.561084,0.445133
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",haberman,1,Preliminary,0.333333,0.02439,0.045455,0.503346,0.154786
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",haberman,2,Preliminary,0.376812,0.65,0.477064,0.633036,0.632808
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",haberman,2,Preliminary,0.421053,0.4,0.410256,0.601786,0.566947
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",haberman,2,Preliminary,0.425,0.425,0.425,0.609821,0.58114
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",haberman,2,Preliminary,0.322581,0.5,0.392157,0.5625,0.559017
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",pima,9,Preliminary,0.603896,0.69403,0.645833,0.725015,0.724353
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",haberman,2,Preliminary,0.392157,0.5,0.43956,0.611607,0.601338
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",haberman,2,Preliminary,0.354839,0.55,0.431373,0.596429,0.594619
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",haberman,1,Preliminary,0.45,0.219512,0.295082,0.561084,0.445133
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",haberman,2,Preliminary,0.347222,0.625,0.446429,0.602679,0.602265
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",haberman,1,Preliminary,0.4,0.146341,0.214286,0.533348,0.366996
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",haberman,2,Preliminary,0.352113,0.625,0.45045,0.607143,0.60688
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",haberman,2,Preliminary,0.285714,0.45,0.349515,0.524107,0.518841
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",haberman,2,Preliminary,0.372549,0.475,0.417582,0.594643,0.582482
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",pima,9,Preliminary,0.62963,0.634328,0.63197,0.717164,0.712364
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",haberman,1,Preliminary,0.4,0.146341,0.214286,0.533348,0.366996
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",haberman,1,Preliminary,0.36,0.439024,0.395604,0.577919,0.56098
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",pima,9,Preliminary,0.594937,0.701493,0.643836,0.722746,0.722434
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",pima,9,Preliminary,0.588235,0.671642,0.627178,0.709821,0.708793
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",pima,7,Preliminary,0.544828,0.589552,0.566308,0.662776,0.658719
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",haberman,1,Preliminary,0.5,0.292683,0.369231,0.593244,0.51147
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",haberman,1,Preliminary,0.458333,0.268293,0.338462,0.576624,0.487265
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",haberman,1,Preliminary,0.333333,0.121951,0.178571,0.516728,0.333405
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",haberman,1,Preliminary,0.48,0.292683,0.363636,0.588819,0.508932
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",pima,9,Preliminary,0.594203,0.61194,0.602941,0.69397,0.689105
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",haberman,2,Preliminary,0.339286,0.475,0.395833,0.572321,0.563986
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",pima,8,Preliminary,0.589147,0.567164,0.577947,0.677582,0.668525
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",pima,10,Preliminary,0.613445,0.544776,0.577075,0.680388,0.666736
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",haberman,1,Preliminary,0.393939,0.317073,0.351351,0.570041,0.510837
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",haberman,2,Preliminary,0.34,0.425,0.377778,0.565179,0.547519
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",haberman,2,Preliminary,0.375,0.525,0.4375,0.60625,0.600781
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",haberman,2,Preliminary,0.428571,0.6,0.5,0.657143,0.654654
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",haberman,2,Preliminary,0.340909,0.375,0.357143,0.558036,0.527164
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",haberman,2,Preliminary,0.518519,0.35,0.41791,0.616964,0.556215
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",haberman,1,Preliminary,0.354167,0.414634,0.382022,0.570149,0.54853
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",haberman,2,Preliminary,0.329114,0.65,0.436975,0.588393,0.585159
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",haberman,2,Preliminary,0.448276,0.65,0.530612,0.682143,0.681385
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",haberman,2,Preliminary,0.586207,0.425,0.492754,0.658929,0.616007
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",haberman,1,Preliminary,0.3125,0.121951,0.175439,0.512303,0.331783
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",pima,7,Preliminary,0.692308,0.268657,0.387097,0.602328,0.501461
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",haberman,2,Preliminary,0.381818,0.525,0.442105,0.610714,0.604669
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",pima,9,Preliminary,0.56962,0.671642,0.616438,0.699821,0.699253
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",pima,8,Preliminary,0.566372,0.477612,0.518219,0.640806,0.619677
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",haberman,2,Preliminary,0.328358,0.55,0.411215,0.574107,0.573601
