Algorithm,Parameters,Dataset,Fold,Description,Precision,Recall,F-measure,AUC,G-mean
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",winequality-white-9_vs_4,3,Preliminary,1.0,0.333333,0.5,0.666667,0.57735
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",abalone-3_vs_11,8,Preliminary,0.7,1.0,0.823529,0.993827,0.993808
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",winequality-white-9_vs_4,4,Preliminary,0.25,0.5,0.333333,0.731481,0.693889
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",winequality-white-9_vs_4,2,Preliminary,0.222222,1.0,0.363636,0.95679,0.955814
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",winequality-white-9_vs_4,2,Preliminary,0.333333,1.0,0.5,0.975309,0.974996
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",winequality-white-9_vs_4,1,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",winequality-white-9_vs_4,1,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",winequality-white-9_vs_4,3,Preliminary,0.176471,1.0,0.3,0.914634,0.910642
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",winequality-white-9_vs_4,2,Preliminary,1.0,0.5,0.666667,0.75,0.707107
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",winequality-white-9_vs_4,3,Preliminary,0.3,1.0,0.461538,0.957317,0.956365
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",winequality-white-9_vs_4,3,Preliminary,0.25,1.0,0.4,0.945122,0.943527
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",winequality-white-9_vs_4,2,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",winequality-white-9_vs_4,1,Preliminary,0.222222,0.666667,0.333333,0.79065,0.780869
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",abalone-3_vs_11,8,Preliminary,0.875,1.0,0.933333,0.997942,0.99794
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",winequality-white-9_vs_4,4,Preliminary,0.2,0.5,0.285714,0.725309,0.689426
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",winequality-white-9_vs_4,2,Preliminary,0.5,0.5,0.5,0.743827,0.702728
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",winequality-white-9_vs_4,4,Preliminary,0.125,0.5,0.2,0.70679,0.675863
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",winequality-white-9_vs_4,4,Preliminary,0.142857,0.5,0.222222,0.712963,0.680414
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",winequality-white-9_vs_4,2,Preliminary,0.2,1.0,0.333333,0.950617,0.949334
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",winequality-white-9_vs_4,4,Preliminary,0.5,0.5,0.5,0.743827,0.702728
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",winequality-white-9_vs_4,4,Preliminary,0.0,0.0,0.0,0.493827,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",winequality-white-9_vs_4,4,Preliminary,0.25,0.5,0.333333,0.731481,0.693889
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",winequality-white-9_vs_4,4,Preliminary,1.0,0.5,0.666667,0.75,0.707107
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",winequality-white-9_vs_4,4,Preliminary,0.0,0.0,0.0,0.487654,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",winequality-white-9_vs_4,4,Preliminary,1.0,0.5,0.666667,0.75,0.707107
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",winequality-red-4,4,Preliminary,0.125,0.307692,0.177778,0.617624,0.53423
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",winequality-white-9_vs_4,3,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",winequality-white-9_vs_4,3,Preliminary,0.157895,1.0,0.272727,0.902439,0.89715
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",abalone-3_vs_11,10,Preliminary,1.0,0.857143,0.923077,0.928571,0.92582
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",winequality-white-9_vs_4,4,Preliminary,1.0,0.5,0.666667,0.75,0.707107
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",winequality-white-9_vs_4,3,Preliminary,0.666667,0.666667,0.666667,0.827236,0.811503
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",winequality-white-9_vs_4,2,Preliminary,0.5,0.5,0.5,0.743827,0.702728
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",winequality-white-9_vs_4,3,Preliminary,0.272727,1.0,0.428571,0.95122,0.949968
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",winequality-white-9_vs_4,3,Preliminary,0.25,1.0,0.4,0.945122,0.943527
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",winequality-white-9_vs_4,1,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",winequality-white-9_vs_4,3,Preliminary,0.666667,0.666667,0.666667,0.827236,0.811503
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",winequality-white-9_vs_4,3,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",winequality-white-9_vs_4,4,Preliminary,1.0,0.5,0.666667,0.75,0.707107
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",winequality-white-9_vs_4,1,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",winequality-white-9_vs_4,3,Preliminary,0.375,1.0,0.545455,0.969512,0.969033
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",winequality-red-4,4,Preliminary,0.096774,0.346154,0.151261,0.618743,0.555462
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",winequality-white-9_vs_4,1,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",winequality-white-9_vs_4,4,Preliminary,1.0,0.5,0.666667,0.75,0.707107
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",winequality-white-9_vs_4,4,Preliminary,0.0,0.0,0.0,0.493827,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",winequality-white-9_vs_4,3,Preliminary,0.0,0.0,0.0,0.457317,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",winequality-white-9_vs_4,4,Preliminary,0.2,0.5,0.285714,0.725309,0.689426
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",winequality-white-9_vs_4,3,Preliminary,0.666667,0.666667,0.666667,0.827236,0.811503
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",winequality-white-9_vs_4,4,Preliminary,0.166667,0.5,0.25,0.719136,0.684935
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",winequality-white-9_vs_4,3,Preliminary,0.5,1.0,0.666667,0.981707,0.981537
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",winequality-white-9_vs_4,4,Preliminary,0.125,0.5,0.2,0.70679,0.675863
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",winequality-white-9_vs_4,4,Preliminary,0.166667,0.5,0.25,0.719136,0.684935
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",winequality-white-9_vs_4,4,Preliminary,0.25,0.5,0.333333,0.731481,0.693889
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",winequality-white-9_vs_4,4,Preliminary,0.166667,0.5,0.25,0.719136,0.684935
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",winequality-white-9_vs_4,4,Preliminary,1.0,0.5,0.666667,0.75,0.707107
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",winequality-red-4,6,Preliminary,0.02381,0.038462,0.029412,0.492711,0.190844
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",winequality-white-9_vs_4,3,Preliminary,0.333333,0.333333,0.333333,0.654472,0.570266
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",winequality-white-9_vs_4,4,Preliminary,0.0,0.0,0.0,0.493827,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",winequality-white-9_vs_4,4,Preliminary,0.25,0.5,0.333333,0.731481,0.693889
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",winequality-white-9_vs_4,4,Preliminary,0.2,0.5,0.285714,0.725309,0.689426
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",winequality-white-9_vs_4,1,Preliminary,0.285714,0.666667,0.4,0.802846,0.791212
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",winequality-white-9_vs_4,3,Preliminary,0.272727,1.0,0.428571,0.95122,0.949968
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",winequality-white-9_vs_4,4,Preliminary,0.25,0.5,0.333333,0.731481,0.693889
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",winequality-white-9_vs_4,4,Preliminary,0.2,0.5,0.285714,0.725309,0.689426
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",winequality-white-9_vs_4,4,Preliminary,0.142857,0.5,0.222222,0.712963,0.680414
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",winequality-white-9_vs_4,4,Preliminary,0.25,0.5,0.333333,0.731481,0.693889
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",winequality-white-9_vs_4,3,Preliminary,1.0,0.333333,0.5,0.666667,0.57735
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",abalone-3_vs_11,8,Preliminary,1.0,1.0,1.0,1.0,1.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",winequality-white-9_vs_4,4,Preliminary,0.125,0.5,0.2,0.70679,0.675863
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",winequality-white-9_vs_4,4,Preliminary,1.0,0.5,0.666667,0.75,0.707107
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",winequality-white-9_vs_4,4,Preliminary,0.166667,0.5,0.25,0.719136,0.684935
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",winequality-white-9_vs_4,4,Preliminary,0.166667,0.5,0.25,0.719136,0.684935
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",winequality-white-9_vs_4,4,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",winequality-white-9_vs_4,4,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",winequality-white-9_vs_4,4,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",winequality-white-9_vs_4,2,Preliminary,0.4,1.0,0.571429,0.981481,0.981307
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",winequality-white-9_vs_4,4,Preliminary,1.0,0.5,0.666667,0.75,0.707107
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",winequality-white-9_vs_4,3,Preliminary,0.333333,0.333333,0.333333,0.654472,0.570266
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",winequality-white-9_vs_4,4,Preliminary,0.0,0.0,0.0,0.493827,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",abalone-3_vs_11,8,Preliminary,0.7,1.0,0.823529,0.993827,0.993808
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",abalone-3_vs_11,10,Preliminary,0.636364,1.0,0.777778,0.99177,0.991735
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",winequality-white-9_vs_4,4,Preliminary,1.0,0.5,0.666667,0.75,0.707107
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",winequality-white-9_vs_4,2,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",winequality-white-9_vs_4,3,Preliminary,0.25,1.0,0.4,0.945122,0.943527
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",winequality-white-9_vs_4,4,Preliminary,0.0,0.0,0.0,0.493827,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",winequality-white-9_vs_4,3,Preliminary,1.0,0.333333,0.5,0.666667,0.57735
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",abalone-3_vs_11,10,Preliminary,0.636364,1.0,0.777778,0.99177,0.991735
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",abalone-3_vs_11,10,Preliminary,0.5,1.0,0.666667,0.985597,0.985491
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",winequality-white-9_vs_4,4,Preliminary,0.5,0.5,0.5,0.743827,0.702728
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",winequality-white-9_vs_4,4,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",abalone-3_vs_11,8,Preliminary,0.777778,1.0,0.875,0.995885,0.995876
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",winequality-white-9_vs_4,2,Preliminary,0.4,1.0,0.571429,0.981481,0.981307
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",winequality-white-9_vs_4,5,Preliminary,0.333333,0.666667,0.444444,0.808943,0.796333
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",winequality-white-9_vs_4,3,Preliminary,0.1875,1.0,0.315789,0.920732,0.917313
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",winequality-white-9_vs_4,4,Preliminary,0.333333,0.5,0.4,0.737654,0.698323
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",winequality-white-9_vs_4,4,Preliminary,1.0,0.5,0.666667,0.75,0.707107
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",winequality-white-9_vs_4,4,Preliminary,1.0,0.5,0.666667,0.75,0.707107
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",winequality-white-9_vs_4,5,Preliminary,0.333333,0.666667,0.444444,0.808943,0.796333
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",winequality-white-9_vs_4,4,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",winequality-white-9_vs_4,5,Preliminary,0.333333,0.666667,0.444444,0.808943,0.796333
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",winequality-white-9_vs_4,5,Preliminary,0.333333,0.333333,0.333333,0.654472,0.570266
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",winequality-white-9_vs_4,2,Preliminary,0.2,0.5,0.285714,0.725309,0.689426
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",winequality-white-9_vs_4,4,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",winequality-white-9_vs_4,3,Preliminary,0.333333,1.0,0.5,0.963415,0.96272
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",winequality-white-9_vs_4,3,Preliminary,0.157895,1.0,0.272727,0.902439,0.89715
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",winequality-white-9_vs_4,5,Preliminary,0.4,0.666667,0.5,0.815041,0.801422
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",winequality-white-9_vs_4,4,Preliminary,0.2,0.5,0.285714,0.725309,0.689426
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",winequality-white-9_vs_4,4,Preliminary,0.125,0.5,0.2,0.70679,0.675863
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",abalone-3_vs_11,10,Preliminary,0.7,1.0,0.823529,0.993827,0.993808
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",winequality-white-9_vs_4,2,Preliminary,0.4,1.0,0.571429,0.981481,0.981307
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",winequality-white-9_vs_4,4,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",winequality-white-9_vs_4,4,Preliminary,0.166667,0.5,0.25,0.719136,0.684935
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",abalone-3_vs_11,9,Preliminary,0.888889,1.0,0.941176,0.997951,0.997949
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",winequality-white-9_vs_4,5,Preliminary,0.333333,0.666667,0.444444,0.808943,0.796333
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",abalone-3_vs_11,5,Preliminary,0.8,1.0,0.888889,0.995902,0.995893
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",winequality-white-9_vs_4,4,Preliminary,0.166667,0.5,0.25,0.719136,0.684935
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",winequality-white-9_vs_4,3,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",winequality-white-9_vs_4,3,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",winequality-white-9_vs_4,5,Preliminary,0.0,0.0,0.0,0.493902,0.0
